invoice_row,model_no,sku,handle,product_name,line,type,category,price_tier,retail_thb,retail_usd,cost_usd,weight_g,size_mm,material,metal_finish,stone,stock_qty,description_html,image_url_1,seo_title,seo_description,quote_text,invoice_image,notes
528,ORGCB175,ORGCB175,top-hat-portrait-charm,Top Hat Portrait Charm,A,Charm,Travel & Lifestyle,Signature,1200,39,5.62,2.5,11mm,925 Sterling Silver,Rhodium Plated,,26,"<p style=""font-family: Inter, sans-serif;"">Profile of a figure in a top hat, stars around the band. Given the Danish set (Little Mermaid, Dannebrog, Royal Guard) this most likely depicts Hans Christian Andersen.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.5g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Top Hat Portrait Charm | Orloff of Denmark,"Profile of a figure in a top hat, stars around the band.",,img_0507.jpg,"Identified from the invoice photograph, confidence medium. NEEDS CONFIRMATION"
529,ORGCB109,ORGCB109,,,A,Charm,,Statement,1600,49,15.58,8.73,20 x 11mm,925 Sterling Silver,Oxide Silver,,28,,,,,,img_0508.jpg,"HOLD, not named: Seated figure in a temple niche, oxidized silver. DO NOT PUBLISH UNCONFIRMED."
530,ORGCB110,ORGCB110,,,A,Charm,,Classic,900,29,3.05,1,16.5 x 10mm,925 Sterling Silver,Oxide Silver,,27,,,,,,img_0509.jpg,"HOLD, not named: Standing many-armed crowned figure. RELIGIOUS. DO NOT PUBLISH UNCONFIRMED."
531,ORGCB182-1,ORGCB182-1,aristotle-quote-charm-discipline,"Aristotle Quote Charm, Discipline",A,Charm,Milestones & Sentiment,Statement,1600,49,8.33,3.1,12 x 17 x 2.5mm,925 Sterling Silver,"Rhodium Plated, Sand Effect",,12,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""Through discipline comes freedom."", attributed to Aristotle. Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Sand Effect<br>
<strong>Size:</strong> 12 x 17 x 2.5mm<br>
<strong>Weight:</strong> 3.1g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Aristotle Quote Charm, Discipline | Orloff of Denmark","A hanging tag engraved with ""Through discipline comes freedom."", attributed to Aristotle.",Through discipline comes freedom.,img_0511.jpg,Quote text taken verbatim from the invoice
532,ORGCB182-2,ORGCB182-2,aristotle-quote-charm-happiness,"Aristotle Quote Charm, Happiness",A,Charm,Milestones & Sentiment,Statement,1600,49,8.33,3.1,12 x 17 x 2.5mm,925 Sterling Silver,"Rhodium Plated, Sand Effect",,12,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""Happiness depends upon ourselves."", attributed to Aristotle. Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Sand Effect<br>
<strong>Size:</strong> 12 x 17 x 2.5mm<br>
<strong>Weight:</strong> 3.1g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Aristotle Quote Charm, Happiness | Orloff of Denmark","A hanging tag engraved with ""Happiness depends upon ourselves."", attributed to Aristotle.",Happiness depends upon ourselves.,img_0510.jpg,Quote text taken verbatim from the invoice
533,ORGCB182-3,ORGCB182-3,aristotle-quote-charm-friendship,"Aristotle Quote Charm, Friendship",A,Charm,Milestones & Sentiment,Statement,1600,49,8.33,3.1,12 x 17 x 2.5mm,925 Sterling Silver,"Rhodium Plated, Sand Effect",,12,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""A friend is a second self."", attributed to Aristotle. Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Sand Effect<br>
<strong>Size:</strong> 12 x 17 x 2.5mm<br>
<strong>Weight:</strong> 3.1g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Aristotle Quote Charm, Friendship | Orloff of Denmark","A hanging tag engraved with ""A friend is a second self."", attributed to Aristotle.",A friend is a second self.,img_0516.jpg,Quote text taken verbatim from the invoice
534,ORGCB182-5,ORGCB182-5,aristotle-quote-charm-knowledge,"Aristotle Quote Charm, Knowledge",A,Charm,Milestones & Sentiment,Statement,1600,49,8.33,3,12 x 17 x 2.5mm,925 Sterling Silver,"Rhodium Plated, Sand Effect",,11,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""The more you know, the more you know you don't know."", attributed to Aristotle. Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Sand Effect<br>
<strong>Size:</strong> 12 x 17 x 2.5mm<br>
<strong>Weight:</strong> 3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Aristotle Quote Charm, Knowledge | Orloff of Denmark","A hanging tag engraved with ""The more you know, the more you know you don't know."", attributed to Aristotle.","The more you know, the more you know you don't know.",img_0512.jpg,Quote text taken verbatim from the invoice
535,ORGCB182-6,ORGCB182-6,aristotle-quote-charm-education,"Aristotle Quote Charm, Education",A,Charm,Milestones & Sentiment,Statement,1600,49,8.33,3,12 x 17 x 2.5mm,925 Sterling Silver,"Rhodium Plated, Sand Effect",,11,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""The roots of education are bitter, but the fruit is sweet."", attributed to Aristotle. Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Sand Effect<br>
<strong>Size:</strong> 12 x 17 x 2.5mm<br>
<strong>Weight:</strong> 3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Aristotle Quote Charm, Education | Orloff of Denmark","A hanging tag engraved with ""The roots of education are bitter, but the fruit is sweet."", attributed to Aristotle.","The roots of education are bitter, but the fruit is sweet.",img_0514.jpg,Quote text taken verbatim from the invoice
536,ORGCB182-7,ORGCB182-7,aristotle-quote-charm-purpose,"Aristotle Quote Charm, Purpose",A,Charm,Milestones & Sentiment,Statement,1600,49,8.33,3,12 x 17 x 2.5mm,925 Sterling Silver,"Rhodium Plated, Sand Effect",,11,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""Happiness is the meaning and the purpose of life, the whole aim and end of human existence."", attributed to Aristotle. Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Sand Effect<br>
<strong>Size:</strong> 12 x 17 x 2.5mm<br>
<strong>Weight:</strong> 3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Aristotle Quote Charm, Purpose | Orloff of Denmark","A hanging tag engraved with ""Happiness is the meaning and the purpose of life, the whole aim and end of human existence."", attributed to Aristotle.","Happiness is the meaning and the purpose of life, the whole aim and end of human existence.",img_0513.jpg,Quote text taken verbatim from the invoice
537,ORGCB182-8,ORGCB182-8,aristotle-quote-charm-wisdom,"Aristotle Quote Charm, Wisdom",A,Charm,Milestones & Sentiment,Statement,1600,49,8.33,3,12 x 17 x 2.5mm,925 Sterling Silver,"Rhodium Plated, Sand Effect",,12,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""Knowing yourself is the beginning of all wisdom."", attributed to Aristotle. Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Sand Effect<br>
<strong>Size:</strong> 12 x 17 x 2.5mm<br>
<strong>Weight:</strong> 3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Aristotle Quote Charm, Wisdom | Orloff of Denmark","A hanging tag engraved with ""Knowing yourself is the beginning of all wisdom."", attributed to Aristotle.",Knowing yourself is the beginning of all wisdom.,img_0515.jpg,Quote text taken verbatim from the invoice
538,ORGCB184-1,ORGCB184-1,lao-tzu-quote-charm-the-journey,"Lao Tzu Quote Charm, The Journey",A,Charm,Milestones & Sentiment,Statement,1600,49,8.33,3.1,12 x 17 x 2.5mm,925 Sterling Silver,"Rhodium Plated, Sand Effect",,11,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""The journey of a thousand miles begins with one step."", attributed to Lao Tzu. Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Sand Effect<br>
<strong>Size:</strong> 12 x 17 x 2.5mm<br>
<strong>Weight:</strong> 3.1g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Lao Tzu Quote Charm, The Journey | Orloff of Denmark","A hanging tag engraved with ""The journey of a thousand miles begins with one step."", attributed to Lao Tzu.",The journey of a thousand miles begins with one step.,img_0517.jpg,Quote text taken verbatim from the invoice
539,ORGCB184-2,ORGCB184-2,lao-tzu-quote-charm-freedom,"Lao Tzu Quote Charm, Freedom",A,Charm,Milestones & Sentiment,Statement,1600,49,8.33,3.1,12 x 17 x 2.5mm,925 Sterling Silver,"Rhodium Plated, Sand Effect",,10,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""Care about what other people think and you will always be their prisoner."", attributed to Lao Tzu. Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Sand Effect<br>
<strong>Size:</strong> 12 x 17 x 2.5mm<br>
<strong>Weight:</strong> 3.1g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Lao Tzu Quote Charm, Freedom | Orloff of Denmark","A hanging tag engraved with ""Care about what other people think and you will always be their prisoner."", attributed to Lao Tzu.",Care about what other people think and you will always be their prisoner.,img_0520.jpg,Quote text taken verbatim from the invoice
540,ORGCB184-3,ORGCB184-3,lao-tzu-quote-charm-silence,"Lao Tzu Quote Charm, Silence",A,Charm,Milestones & Sentiment,Statement,1600,49,8.33,3.1,12 x 17 x 2.5mm,925 Sterling Silver,"Rhodium Plated, Sand Effect",,12,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""Silence is a source of Great Strength."", attributed to Lao Tzu. Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Sand Effect<br>
<strong>Size:</strong> 12 x 17 x 2.5mm<br>
<strong>Weight:</strong> 3.1g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Lao Tzu Quote Charm, Silence | Orloff of Denmark","A hanging tag engraved with ""Silence is a source of Great Strength."", attributed to Lao Tzu.",Silence is a source of Great Strength.,img_0519.jpg,Quote text taken verbatim from the invoice
541,ORGCB184-4,ORGCB184-4,lao-tzu-quote-charm-the-flame,"Lao Tzu Quote Charm, The Flame",A,Charm,Milestones & Sentiment,Statement,1600,49,8.33,3,12 x 17 x 2.5mm,925 Sterling Silver,"Rhodium Plated, Sand Effect",,10,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""The flame that burns Twice as bright burns half as long."", attributed to Lao Tzu. Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Sand Effect<br>
<strong>Size:</strong> 12 x 17 x 2.5mm<br>
<strong>Weight:</strong> 3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Lao Tzu Quote Charm, The Flame | Orloff of Denmark","A hanging tag engraved with ""The flame that burns Twice as bright burns half as long."", attributed to Lao Tzu.",The flame that burns Twice as bright burns half as long.,img_0518.jpg,Quote text taken verbatim from the invoice
542,ORGCB184-5,ORGCB184-5,lao-tzu-quote-charm-love,"Lao Tzu Quote Charm, Love",A,Charm,Milestones & Sentiment,Statement,1600,49,8.33,3,12 x 17 x 2.5mm,925 Sterling Silver,"Rhodium Plated, Sand Effect",,12,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""Being deeply loved by someone gives you strength, while loving someone deeply gives you courage."", attributed to Lao Tzu. Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Sand Effect<br>
<strong>Size:</strong> 12 x 17 x 2.5mm<br>
<strong>Weight:</strong> 3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Lao Tzu Quote Charm, Love | Orloff of Denmark","A hanging tag engraved with ""Being deeply loved by someone gives you strength, while loving someone deeply gives you courage."", attributed to Lao Tzu.","Being deeply loved by someone gives you strength, while loving someone deeply gives you courage.",img_0529.jpg,Quote text taken verbatim from the invoice
543,ORGCB184-6,ORGCB184-6,lao-tzu-quote-charm-the-traveller,"Lao Tzu Quote Charm, The Traveller",A,Charm,Milestones & Sentiment,Statement,1600,49,8.33,3,12 x 17 x 2.5mm,925 Sterling Silver,"Rhodium Plated, Sand Effect",,12,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""A good traveler has no fixed plans and is not intent on arriving."", attributed to Lao Tzu. Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Sand Effect<br>
<strong>Size:</strong> 12 x 17 x 2.5mm<br>
<strong>Weight:</strong> 3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Lao Tzu Quote Charm, The Traveller | Orloff of Denmark","A hanging tag engraved with ""A good traveler has no fixed plans and is not intent on arriving."", attributed to Lao Tzu.",A good traveler has no fixed plans and is not intent on arriving.,img_0530.jpg,Quote text taken verbatim from the invoice
544,ORGCB184-7,ORGCB184-7,lao-tzu-quote-charm-calm,"Lao Tzu Quote Charm, Calm",A,Charm,Milestones & Sentiment,Statement,1600,49,8.33,3,12 x 17 x 2.5mm,925 Sterling Silver,"Rhodium Plated, Sand Effect",,10,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""The best fighter is never angry."", attributed to Lao Tzu. Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Sand Effect<br>
<strong>Size:</strong> 12 x 17 x 2.5mm<br>
<strong>Weight:</strong> 3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Lao Tzu Quote Charm, Calm | Orloff of Denmark","A hanging tag engraved with ""The best fighter is never angry."", attributed to Lao Tzu.",The best fighter is never angry.,img_0528.jpg,Quote text taken verbatim from the invoice
545,ORGCB185-14K,ORGCB185-14K,lemon-charm-14k-gold,"Lemon Charm, 14K Gold",A,Charm,Nature,Statement,1600,49,7.86,3.5,18.2 x 14 x 4.5mm,925 Sterling Silver,"Gold Plating, Yellow Enamel",,27,"<p style=""font-family: Inter, sans-serif;"">Gold lemon with green enamel leaves.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Gold Plating, Yellow Enamel<br>
<strong>Size:</strong> 18.2 x 14 x 4.5mm<br>
<strong>Weight:</strong> 3.5g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Lemon Charm, 14K Gold | Orloff of Denmark",Gold lemon with green enamel leaves.,,img_0527.jpg,"Identified from the invoice photograph, confidence high"
546,ORGCB186-1,ORGCB186-1,engraved-quote-charm-a-smile,"Engraved Quote Charm, A Smile",A,Charm,Milestones & Sentiment,Statement,1600,49,7.86,3.3,16.4 x 14 x 3mm,925 Sterling Silver,"Rhodium Plated, Black Enamel",,12,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""Every time you smile at someone, it is an action of love, a gift to that person, a beautiful thing."". Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Black Enamel<br>
<strong>Size:</strong> 16.4 x 14 x 3mm<br>
<strong>Weight:</strong> 3.3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Engraved Quote Charm, A Smile | Orloff of Denmark","A hanging tag engraved with ""Every time you smile at someone, it is an action of love, a gift to that person, a beautiful thing."".","Every time you smile at someone, it is an action of love, a gift to that person, a beautiful thing.",img_0525.jpg,Quote text taken verbatim from the invoice
547,ORGCB186-2,ORGCB186-2,engraved-quote-charm-the-mirror,"Engraved Quote Charm, The Mirror",A,Charm,Milestones & Sentiment,Statement,1600,49,7.86,3.3,16.4 x 14 x 3mm,925 Sterling Silver,"Rhodium Plated, Black Enamel",,13,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""Life is like a mirror. Smile at it and it smiles back at you."". Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Black Enamel<br>
<strong>Size:</strong> 16.4 x 14 x 3mm<br>
<strong>Weight:</strong> 3.3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Engraved Quote Charm, The Mirror | Orloff of Denmark","A hanging tag engraved with ""Life is like a mirror.",Life is like a mirror. Smile at it and it smiles back at you.,img_0524.jpg,Quote text taken verbatim from the invoice
548,ORGCB181,ORGCB181,aubergine-charm,Aubergine Charm,A,Charm,Nature,Signature,1200,39,5.60,2,17 x 12mm,925 Sterling Silver,"Gold Plating, Purple, Green",enamel,27,"<p style=""font-family: Inter, sans-serif;"">Purple enamel aubergine with green enamel leaves.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Gold Plating, Purple, Green<br>
<strong>Stone:</strong> enamel<br>
<strong>Size:</strong> 17 x 12mm<br>
<strong>Weight:</strong> 2g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Aubergine Charm | Orloff of Denmark,Purple enamel aubergine with green enamel leaves.,,img_0526.jpg,"Identified from the invoice photograph, confidence high"
549,ORGCB187-14K-1,ORGCB187-14K-1,engraved-quote-charm-the-moon,"Engraved Quote Charm, The Moon",A,Charm,Milestones & Sentiment,Signature,1200,39,5.48,2,14.14mm,925 Sterling Silver,"Gold Plating, Dark Blue",enamel,13,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""Shoot for the moon. Even if you miss, you'll land among the stars. 14.14mm"". Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Gold Plating, Dark Blue<br>
<strong>Stone:</strong> enamel<br>
<strong>Size:</strong> 14.14mm<br>
<strong>Weight:</strong> 2g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Engraved Quote Charm, The Moon | Orloff of Denmark","A hanging tag engraved with ""Shoot for the moon.","Shoot for the moon. Even if you miss, you'll land among the stars. 14.14mm",img_0522.jpg,Quote text taken verbatim from the invoice
550,ORGCB187-14K-2,ORGCB187-14K-2,engraved-quote-charm-possible,"Engraved Quote Charm, Possible",A,Charm,Milestones & Sentiment,Signature,1200,39,5.48,2,14.14mm,925 Sterling Silver,"Gold Plating, Dark Blue",enamel,12,"<p style=""font-family: Inter, sans-serif;"">A hanging tag engraved with ""Nothing is impossible, the word itself says, I'm possible. 14.14mm"". Rhodium plated with a sand effect finish.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Gold Plating, Dark Blue<br>
<strong>Stone:</strong> enamel<br>
<strong>Size:</strong> 14.14mm<br>
<strong>Weight:</strong> 2g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Engraved Quote Charm, Possible | Orloff of Denmark","A hanging tag engraved with ""Nothing is impossible, the word itself says, I'm possible.","Nothing is impossible, the word itself says, I'm possible. 14.14mm",img_0523.jpg,Quote text taken verbatim from the invoice
